frame	label	score	png_path
6541	good	1.86290364	good/good_frame_00006541.png
6607	good	1.37166919	good/good_frame_00006607.png
6673	good	0.25824571	good/good_frame_00006673.png
6739	good	0.71319500	good/good_frame_00006739.png
6805	good	0.37135016	good/good_frame_00006805.png
6871	good	0.32417484	good/good_frame_00006871.png
6937	good	0.30489688	good/good_frame_00006937.png
7003	good	0.65653165	good/good_frame_00007003.png
7069	good	0.38364895	good/good_frame_00007069.png
7135	good	0.28109898	good/good_frame_00007135.png
7201	good	1.20523242	good/good_frame_00007201.png
7267	good	0.25809974	good/good_frame_00007267.png
7333	good	-0.15008342	good/good_frame_00007333.png
7399	good	0.89573273	good/good_frame_00007399.png
7466	good	2.95228108	good/good_frame_00007466.png
7532	good	0.05063814	good/good_frame_00007532.png
7598	good	2.86241857	good/good_frame_00007598.png
7664	good	0.40697569	good/good_frame_00007664.png
7730	good	1.79578975	good/good_frame_00007730.png
7796	good	0.75365433	good/good_frame_00007796.png
7862	good	2.74051560	good/good_frame_00007862.png
7928	good	1.90916154	good/good_frame_00007928.png
7994	good	0.77201219	good/good_frame_00007994.png
8060	good	0.33265244	good/good_frame_00008060.png
8126	good	0.53989745	good/good_frame_00008126.png
8192	good	0.37548886	good/good_frame_00008192.png
8258	good	0.36591504	good/good_frame_00008258.png
8324	good	0.56386888	good/good_frame_00008324.png
8391	good	-0.19789523	good/good_frame_00008391.png
8457	good	0.07901017	good/good_frame_00008457.png
8523	good	0.12030022	good/good_frame_00008523.png
8589	good	0.53453645	good/good_frame_00008589.png
8655	good	0.42846363	good/good_frame_00008655.png
8721	good	0.86347963	good/good_frame_00008721.png
8787	good	0.19691020	good/good_frame_00008787.png
8853	good	0.28021023	good/good_frame_00008853.png
8919	good	1.10443690	good/good_frame_00008919.png
8985	good	-0.10460827	good/good_frame_00008985.png
9051	good	1.10584292	good/good_frame_00009051.png
9117	good	0.52271141	good/good_frame_00009117.png
9183	good	0.62232702	good/good_frame_00009183.png
9249	good	0.84209440	good/good_frame_00009249.png
9316	good	0.38204957	good/good_frame_00009316.png
9382	good	1.22436464	good/good_frame_00009382.png
9448	good	0.31718627	good/good_frame_00009448.png
9514	good	0.37572147	good/good_frame_00009514.png
9580	good	0.09787626	good/good_frame_00009580.png
9646	good	-0.00656293	good/good_frame_00009646.png
9712	good	0.30264336	good/good_frame_00009712.png
9778	good	0.37703923	good/good_frame_00009778.png
9844	good	0.67396477	good/good_frame_00009844.png
9910	good	0.09524265	good/good_frame_00009910.png
9976	good	0.04274748	good/good_frame_00009976.png
10042	good	0.08649676	good/good_frame_00010042.png
10108	good	1.21875427	good/good_frame_00010108.png
10174	good	0.72717128	good/good_frame_00010174.png
10241	good	0.36363732	good/good_frame_00010241.png
10307	good	0.65476570	good/good_frame_00010307.png
10373	good	0.48144833	good/good_frame_00010373.png
10439	good	0.58504856	good/good_frame_00010439.png
10505	good	-0.05202576	good/good_frame_00010505.png
10571	good	0.17921737	good/good_frame_00010571.png
10637	good	0.50732759	good/good_frame_00010637.png
10703	good	0.39932703	good/good_frame_00010703.png
10769	good	0.35595511	good/good_frame_00010769.png
10835	good	0.07805245	good/good_frame_00010835.png
10901	good	0.90767708	good/good_frame_00010901.png
10967	good	0.30379198	good/good_frame_00010967.png
11033	good	-0.02643607	good/good_frame_00011033.png
11099	good	0.47054910	good/good_frame_00011099.png
11166	good	0.14933181	good/good_frame_00011166.png
11232	good	-0.00127426	good/good_frame_00011232.png
11298	good	0.19248415	good/good_frame_00011298.png
11364	good	0.37539437	good/good_frame_00011364.png
11430	good	1.28355247	good/good_frame_00011430.png
11496	good	13.59750822	good/good_frame_00011496.png
11562	good	1.39186741	good/good_frame_00011562.png
11628	good	0.65331567	good/good_frame_00011628.png
11694	good	0.63416323	good/good_frame_00011694.png
11760	good	0.29103187	good/good_frame_00011760.png
11826	good	0.57366262	good/good_frame_00011826.png
11892	good	0.31644211	good/good_frame_00011892.png
11958	good	0.06060319	good/good_frame_00011958.png
12024	good	0.12165087	good/good_frame_00012024.png
12091	good	0.61158610	good/good_frame_00012091.png
12157	good	0.47020943	good/good_frame_00012157.png
12223	good	0.10779035	good/good_frame_00012223.png
12289	good	0.13344215	good/good_frame_00012289.png
12355	good	0.10593180	good/good_frame_00012355.png
12421	good	0.05956039	good/good_frame_00012421.png
12487	good	0.01973004	good/good_frame_00012487.png
12553	good	0.40981287	good/good_frame_00012553.png
12619	good	0.81062692	good/good_frame_00012619.png
12685	good	0.14089918	good/good_frame_00012685.png
12751	good	0.45601185	good/good_frame_00012751.png
12817	good	0.04120055	good/good_frame_00012817.png
12883	good	0.63609851	good/good_frame_00012883.png
12949	good	0.27502324	good/good_frame_00012949.png
13016	good	0.45624781	good/good_frame_00013016.png
13082	good	0.44554770	good/good_frame_00013082.png
13148	good	0.11248281	good/good_frame_00013148.png
13214	good	0.75325506	good/good_frame_00013214.png
13280	good	0.08193573	good/good_frame_00013280.png
13346	good	0.53169749	good/good_frame_00013346.png
13412	good	1.46851770	good/good_frame_00013412.png
13478	good	1.52191758	good/good_frame_00013478.png
13544	good	0.78420027	good/good_frame_00013544.png
13610	good	0.43623679	good/good_frame_00013610.png
13676	good	0.08889016	good/good_frame_00013676.png
13742	good	0.83598735	good/good_frame_00013742.png
13808	good	0.84810742	good/good_frame_00013808.png
13874	good	0.43855588	good/good_frame_00013874.png
13940	good	0.31037226	good/good_frame_00013940.png
14007	good	0.28634800	good/good_frame_00014007.png
14073	good	0.77744311	good/good_frame_00014073.png
14139	good	0.30210147	good/good_frame_00014139.png
14205	good	0.24335965	good/good_frame_00014205.png
14271	good	0.98688820	good/good_frame_00014271.png
14337	good	0.22443723	good/good_frame_00014337.png
14403	good	0.28329360	good/good_frame_00014403.png
14469	good	0.37796533	good/good_frame_00014469.png
14535	good	0.87546558	good/good_frame_00014535.png
14601	good	0.57902041	good/good_frame_00014601.png
14667	good	0.10378005	good/good_frame_00014667.png
14733	good	1.61770169	good/good_frame_00014733.png
14799	good	0.41618951	good/good_frame_00014799.png
14865	good	0.77412177	good/good_frame_00014865.png
14932	good	0.35093613	good/good_frame_00014932.png
14998	good	0.47752231	good/good_frame_00014998.png
15064	good	0.76891171	good/good_frame_00015064.png
15130	good	1.00803607	good/good_frame_00015130.png
15196	good	0.68513784	good/good_frame_00015196.png
15262	good	0.63763330	good/good_frame_00015262.png
15328	good	0.15970005	good/good_frame_00015328.png
15394	good	-0.18261466	good/good_frame_00015394.png
15460	good	0.67496391	good/good_frame_00015460.png
15526	good	0.07030040	good/good_frame_00015526.png
15592	good	-0.22332182	good/good_frame_00015592.png
15658	good	0.13490125	good/good_frame_00015658.png
15724	good	0.22443671	good/good_frame_00015724.png
15790	good	-0.02064058	good/good_frame_00015790.png
15857	good	1.47993868	good/good_frame_00015857.png
15923	good	1.26843432	good/good_frame_00015923.png
15989	good	0.77228697	good/good_frame_00015989.png
16055	good	0.78211645	good/good_frame_00016055.png
16121	good	1.56716494	good/good_frame_00016121.png
16187	good	0.19189153	good/good_frame_00016187.png
16253	good	1.46807908	good/good_frame_00016253.png
16319	good	0.01003643	good/good_frame_00016319.png
16385	good	0.31055302	good/good_frame_00016385.png
16451	good	0.12101778	good/good_frame_00016451.png
16517	good	0.74476123	good/good_frame_00016517.png
16583	good	0.35481111	good/good_frame_00016583.png
16649	good	0.61260374	good/good_frame_00016649.png
16715	good	0.08263057	good/good_frame_00016715.png
16782	good	0.09686303	good/good_frame_00016782.png
16848	good	0.14493761	good/good_frame_00016848.png
16914	good	0.34230853	good/good_frame_00016914.png
16980	good	0.37965404	good/good_frame_00016980.png
17046	good	0.48053425	good/good_frame_00017046.png
17112	good	0.23907229	good/good_frame_00017112.png
17178	good	-0.11327702	good/good_frame_00017178.png
17244	good	0.42671298	good/good_frame_00017244.png
17310	good	3.85962361	good/good_frame_00017310.png
17376	good	1.34703575	good/good_frame_00017376.png
17442	good	0.11367732	good/good_frame_00017442.png
17508	good	0.39134926	good/good_frame_00017508.png
17574	good	0.15080366	good/good_frame_00017574.png
17640	good	1.42598131	good/good_frame_00017640.png
17707	good	0.00530725	good/good_frame_00017707.png
17773	good	0.87734881	good/good_frame_00017773.png
17839	good	0.47304468	good/good_frame_00017839.png
17905	good	0.26313646	good/good_frame_00017905.png
17971	good	18.61961231	good/good_frame_00017971.png
18037	good	0.78014839	good/good_frame_00018037.png
18103	good	0.59660420	good/good_frame_00018103.png
18169	good	0.27812631	good/good_frame_00018169.png
18235	good	1.12685924	good/good_frame_00018235.png
18301	good	0.44236019	good/good_frame_00018301.png
18367	good	0.43673412	good/good_frame_00018367.png
18433	good	-0.18755278	good/good_frame_00018433.png
18499	good	-0.15702875	good/good_frame_00018499.png
18565	good	0.45059704	good/good_frame_00018565.png
18632	good	0.44852095	good/good_frame_00018632.png
18698	good	0.33342164	good/good_frame_00018698.png
18764	good	0.14305993	good/good_frame_00018764.png
18830	good	0.40544423	good/good_frame_00018830.png
18896	good	0.26575528	good/good_frame_00018896.png
18962	good	-0.23869536	good/good_frame_00018962.png
19028	good	-0.12871301	good/good_frame_00019028.png
19094	good	-0.14062996	good/good_frame_00019094.png
19160	good	0.37399980	good/good_frame_00019160.png
19226	good	0.02153582	good/good_frame_00019226.png
19292	good	0.74149067	good/good_frame_00019292.png
19358	good	0.00409403	good/good_frame_00019358.png
19424	good	1.33781842	good/good_frame_00019424.png
19490	good	0.74564966	good/good_frame_00019490.png
19557	good	2.59821561	good/good_frame_00019557.png
19623	good	0.46779826	good/good_frame_00019623.png
19689	good	0.85766854	good/good_frame_00019689.png
19755	good	0.47904891	good/good_frame_00019755.png
19821	good	-0.04890265	good/good_frame_00019821.png
19887	good	0.13546154	good/good_frame_00019887.png
19953	good	0.22492342	good/good_frame_00019953.png
20019	good	0.64940065	good/good_frame_00020019.png
20085	good	0.23709984	good/good_frame_00020085.png
20151	good	0.27608500	good/good_frame_00020151.png
20217	good	0.14139234	good/good_frame_00020217.png
20283	good	0.10762127	good/good_frame_00020283.png
20349	good	0.14595938	good/good_frame_00020349.png
20415	good	-0.15736809	good/good_frame_00020415.png
20482	good	0.01574043	good/good_frame_00020482.png
20548	good	-0.09553838	good/good_frame_00020548.png
20614	good	0.37994001	good/good_frame_00020614.png
20680	good	-0.23909770	good/good_frame_00020680.png
20746	good	-0.12525600	good/good_frame_00020746.png
20812	good	-0.38832659	good/good_frame_00020812.png
20878	good	0.06843541	good/good_frame_00020878.png
20944	good	-0.24565052	good/good_frame_00020944.png
21010	good	0.02880057	good/good_frame_00021010.png
21076	good	-0.01997956	good/good_frame_00021076.png
21142	good	0.82675291	good/good_frame_00021142.png
21208	good	0.49303868	good/good_frame_00021208.png
21274	good	0.68220288	good/good_frame_00021274.png
21340	good	-0.05037424	good/good_frame_00021340.png
21407	good	0.39984957	good/good_frame_00021407.png
21473	good	0.27023468	good/good_frame_00021473.png
21539	good	0.23113440	good/good_frame_00021539.png
21605	good	-0.05400217	good/good_frame_00021605.png
21671	good	0.14191329	good/good_frame_00021671.png
21737	good	0.06782947	good/good_frame_00021737.png
21803	good	0.22773778	good/good_frame_00021803.png
21869	good	0.22130058	good/good_frame_00021869.png
21935	good	0.10672818	good/good_frame_00021935.png
22001	good	-0.01082212	good/good_frame_00022001.png
22067	good	-0.06370256	good/good_frame_00022067.png
22133	good	0.58163620	good/good_frame_00022133.png
22199	good	0.02608938	good/good_frame_00022199.png
22265	good	-0.00579360	good/good_frame_00022265.png
22332	good	0.19094173	good/good_frame_00022332.png
22398	good	0.24414545	good/good_frame_00022398.png
22464	good	0.06579684	good/good_frame_00022464.png
22530	good	0.33577630	good/good_frame_00022530.png
22596	good	0.08590362	good/good_frame_00022596.png
22662	good	0.32266685	good/good_frame_00022662.png
22728	good	0.54462679	good/good_frame_00022728.png
22794	good	-0.16686315	good/good_frame_00022794.png
22860	good	1.00966981	good/good_frame_00022860.png
22926	good	-0.05143778	good/good_frame_00022926.png
22992	good	0.15590894	good/good_frame_00022992.png
23058	good	0.34503073	good/good_frame_00023058.png
23124	good	0.66683289	good/good_frame_00023124.png
23190	good	0.79152085	good/good_frame_00023190.png
23257	good	0.04019083	good/good_frame_00023257.png
23323	good	1.50605978	good/good_frame_00023323.png
23389	good	0.49655571	good/good_frame_00023389.png
23455	good	3.05259520	good/good_frame_00023455.png
23521	good	2.42786455	good/good_frame_00023521.png
23587	good	2.04115322	good/good_frame_00023587.png
23653	good	0.03990416	good/good_frame_00023653.png
23719	good	0.82462036	good/good_frame_00023719.png
23785	good	0.91580557	good/good_frame_00023785.png
23851	good	1.94916856	good/good_frame_00023851.png
23917	good	0.32206942	good/good_frame_00023917.png
23983	good	0.33064961	good/good_frame_00023983.png
24049	good	0.56965953	good/good_frame_00024049.png
24115	good	0.69475152	good/good_frame_00024115.png
24182	good	0.37495624	good/good_frame_00024182.png
24248	good	0.26065370	good/good_frame_00024248.png
24314	good	0.41361242	good/good_frame_00024314.png
24380	good	0.72639505	good/good_frame_00024380.png
24446	good	0.83347334	good/good_frame_00024446.png
24512	good	0.16851630	good/good_frame_00024512.png
24578	good	1.84392905	good/good_frame_00024578.png
24644	good	-0.03075547	good/good_frame_00024644.png
24710	good	-0.77680776	good/good_frame_00024710.png
24776	good	-0.67686157	good/good_frame_00024776.png
24842	good	0.11388401	good/good_frame_00024842.png
24908	good	0.20475499	good/good_frame_00024908.png
24974	good	0.31467590	good/good_frame_00024974.png
25040	good	-0.12360854	good/good_frame_00025040.png
25107	good	-0.26200159	good/good_frame_00025107.png
25173	good	1.16297320	good/good_frame_00025173.png
25239	good	1.59932916	good/good_frame_00025239.png
25305	good	0.27089980	good/good_frame_00025305.png
25371	good	0.21342734	good/good_frame_00025371.png
25437	good	0.21967477	good/good_frame_00025437.png
25503	good	-0.05612503	good/good_frame_00025503.png
25569	good	0.05939295	good/good_frame_00025569.png
25635	good	0.18292398	good/good_frame_00025635.png
25701	good	0.51743732	good/good_frame_00025701.png
25767	good	0.20486382	good/good_frame_00025767.png
25833	good	0.17664466	good/good_frame_00025833.png
25899	good	0.15041632	good/good_frame_00025899.png
25965	good	0.43158624	good/good_frame_00025965.png
26032	good	0.15806192	good/good_frame_00026032.png
26098	good	-0.16416904	good/good_frame_00026098.png
26164	good	0.08311319	good/good_frame_00026164.png
26230	good	1.08314780	good/good_frame_00026230.png
26296	good	0.19685281	good/good_frame_00026296.png
26362	good	0.56188363	good/good_frame_00026362.png
26428	good	0.34249468	good/good_frame_00026428.png
26494	good	-0.29955173	good/good_frame_00026494.png
26560	good	-0.03439033	good/good_frame_00026560.png
26626	good	0.79759353	good/good_frame_00026626.png
26692	good	2.27107668	good/good_frame_00026692.png
26758	good	0.40373824	good/good_frame_00026758.png
26824	good	0.71431097	good/good_frame_00026824.png
26890	good	3.83426483	good/good_frame_00026890.png
26956	good	1.20687152	good/good_frame_00026956.png
27023	good	0.26999989	good/good_frame_00027023.png
27089	good	1.08465555	good/good_frame_00027089.png
27155	good	1.12324515	good/good_frame_00027155.png
27221	good	0.51951024	good/good_frame_00027221.png
27287	good	0.96028645	good/good_frame_00027287.png
27353	good	1.65731450	good/good_frame_00027353.png
27419	good	0.49766078	good/good_frame_00027419.png
27485	good	0.69648786	good/good_frame_00027485.png
27551	good	0.62280973	good/good_frame_00027551.png
27617	good	0.12376639	good/good_frame_00027617.png
27683	good	-0.04406277	good/good_frame_00027683.png
27749	good	0.50320351	good/good_frame_00027749.png
27815	good	0.90479250	good/good_frame_00027815.png
27881	good	1.43989265	good/good_frame_00027881.png
27948	good	8.45090480	good/good_frame_00027948.png
28014	good	0.94512693	good/good_frame_00028014.png
28080	good	0.92837610	good/good_frame_00028080.png
28146	good	0.38316088	good/good_frame_00028146.png
28212	good	0.54516785	good/good_frame_00028212.png
28278	good	-0.15625781	good/good_frame_00028278.png
28344	good	-0.06518653	good/good_frame_00028344.png
28410	good	-0.26522951	good/good_frame_00028410.png
28476	good	0.18849533	good/good_frame_00028476.png
28542	good	0.85796817	good/good_frame_00028542.png
28608	good	0.10550037	good/good_frame_00028608.png
28674	good	0.16218074	good/good_frame_00028674.png
28740	good	0.47957134	good/good_frame_00028740.png
28806	good	0.46648016	good/good_frame_00028806.png
28873	good	0.22900491	good/good_frame_00028873.png
28901	bad	74.31734165	bad/bad_frame_00028901.png
28940	good	0.01018966	good/good_frame_00028940.png
29006	good	-0.15976659	good/good_frame_00029006.png
29056	bad	66.57986908	bad/bad_frame_00029056.png
29073	good	-0.07907069	good/good_frame_00029073.png
29139	good	0.29401725	good/good_frame_00029139.png
29205	good	0.36516025	good/good_frame_00029205.png
29271	good	-0.09322916	good/good_frame_00029271.png
29337	good	0.49715779	good/good_frame_00029337.png
29403	good	-0.05798109	good/good_frame_00029403.png
29469	good	0.38840225	good/good_frame_00029469.png
29495	bad	96.00384107	bad/bad_frame_00029495.png
29536	good	-0.21779212	good/good_frame_00029536.png
29602	good	-0.17542909	good/good_frame_00029602.png
29668	good	-0.23559141	good/good_frame_00029668.png
29734	good	-0.06118770	good/good_frame_00029734.png
29801	bad	76.96666424	bad/bad_frame_00029801.png
29802	good	-0.19784302	good/good_frame_00029802.png
29868	good	0.38080921	good/good_frame_00029868.png
29934	good	0.15405990	good/good_frame_00029934.png
30000	good	0.10728508	good/good_frame_00030000.png
30066	good	0.07145219	good/good_frame_00030066.png
30132	good	0.13468108	good/good_frame_00030132.png
30198	good	0.20734080	good/good_frame_00030198.png
30264	good	-0.23828685	good/good_frame_00030264.png
30330	good	0.39569228	good/good_frame_00030330.png
30396	good	0.40684533	good/good_frame_00030396.png
30462	good	0.40369169	good/good_frame_00030462.png
30528	good	0.09627831	good/good_frame_00030528.png
30594	good	0.19368332	good/good_frame_00030594.png
30660	good	0.07888480	good/good_frame_00030660.png
30727	good	0.49341002	good/good_frame_00030727.png
30793	good	0.25336212	good/good_frame_00030793.png
30859	good	0.17316211	good/good_frame_00030859.png
30925	good	0.20881733	good/good_frame_00030925.png
30991	good	2.04515201	good/good_frame_00030991.png
31057	good	0.37150948	good/good_frame_00031057.png
31123	good	0.42044775	good/good_frame_00031123.png
31189	good	-0.30449500	good/good_frame_00031189.png
31255	good	-0.73603120	good/good_frame_00031255.png
31321	good	-0.58920164	good/good_frame_00031321.png
31387	good	-0.67230746	good/good_frame_00031387.png
31453	good	-0.56706339	good/good_frame_00031453.png
31519	good	-0.53679894	good/good_frame_00031519.png
31585	good	-0.67089789	good/good_frame_00031585.png
31652	good	-0.37521775	good/good_frame_00031652.png
31718	good	0.84780074	good/good_frame_00031718.png
31784	good	15.35171631	good/good_frame_00031784.png
31850	good	2.24230156	good/good_frame_00031850.png
31886	bad	82.43457126	bad/bad_frame_00031886.png
31917	good	13.68767740	good/good_frame_00031917.png
31983	good	0.78537739	good/good_frame_00031983.png
32049	good	1.14431674	good/good_frame_00032049.png
32115	good	1.41981587	good/good_frame_00032115.png
32181	good	1.17661209	good/good_frame_00032181.png
32247	good	0.60715901	good/good_frame_00032247.png
32313	good	0.57285177	good/good_frame_00032313.png
32379	good	0.67182808	good/good_frame_00032379.png
32445	good	0.84118583	good/good_frame_00032445.png
32511	good	14.72749205	good/good_frame_00032511.png
32578	good	9.34894587	good/good_frame_00032578.png
32644	good	7.77046795	good/good_frame_00032644.png
32710	good	1.66817050	good/good_frame_00032710.png
32776	good	1.49691318	good/good_frame_00032776.png
32842	good	1.16525779	good/good_frame_00032842.png
32908	good	0.58907619	good/good_frame_00032908.png
32974	good	0.77628395	good/good_frame_00032974.png
33040	good	0.08833386	good/good_frame_00033040.png
33106	good	1.14201582	good/good_frame_00033106.png
33172	good	0.50018682	good/good_frame_00033172.png
33238	good	1.04192064	good/good_frame_00033238.png
33304	good	1.63247116	good/good_frame_00033304.png
33370	good	2.09720875	good/good_frame_00033370.png
33436	good	0.61866542	good/good_frame_00033436.png
33503	good	0.62350814	good/good_frame_00033503.png
33569	good	0.71835358	good/good_frame_00033569.png
33635	good	0.18053394	good/good_frame_00033635.png
33701	good	0.29778279	good/good_frame_00033701.png
33767	good	0.52821317	good/good_frame_00033767.png
33833	good	1.15683592	good/good_frame_00033833.png
33899	good	1.39668683	good/good_frame_00033899.png
33965	good	2.20144781	good/good_frame_00033965.png
34031	good	1.34996029	good/good_frame_00034031.png
34097	good	0.75173133	good/good_frame_00034097.png
34163	good	5.72932915	good/good_frame_00034163.png
34229	good	0.81412755	good/good_frame_00034229.png
34295	good	0.32369996	good/good_frame_00034295.png
34361	good	0.42338300	good/good_frame_00034361.png
34428	good	0.41605895	good/good_frame_00034428.png
34494	good	0.60257989	good/good_frame_00034494.png
34560	good	1.72317269	good/good_frame_00034560.png
34626	good	1.56265160	good/good_frame_00034626.png
34692	good	0.80736292	good/good_frame_00034692.png
34758	good	1.10829532	good/good_frame_00034758.png
34824	good	0.84015537	good/good_frame_00034824.png
34890	good	1.44229895	good/good_frame_00034890.png
34956	good	2.81542861	good/good_frame_00034956.png
35022	good	2.48379571	good/good_frame_00035022.png
35088	good	2.40777982	good/good_frame_00035088.png
35154	good	1.94703938	good/good_frame_00035154.png
35220	good	1.75625649	good/good_frame_00035220.png
35286	good	1.66169633	good/good_frame_00035286.png
35353	good	1.45733437	good/good_frame_00035353.png
35419	good	1.70550189	good/good_frame_00035419.png
35485	good	2.02759734	good/good_frame_00035485.png
35551	good	1.77460654	good/good_frame_00035551.png
35617	good	0.98839588	good/good_frame_00035617.png
35683	good	0.97435630	good/good_frame_00035683.png
35749	good	0.06606084	good/good_frame_00035749.png
35815	good	0.20326834	good/good_frame_00035815.png
35881	good	0.70826881	good/good_frame_00035881.png
35947	good	-0.66355427	good/good_frame_00035947.png
36013	good	0.84038847	good/good_frame_00036013.png
36079	good	0.25072307	good/good_frame_00036079.png
36145	good	0.87516426	good/good_frame_00036145.png
36211	good	1.64090989	good/good_frame_00036211.png
36278	good	0.45389493	good/good_frame_00036278.png
36344	good	0.25084401	good/good_frame_00036344.png
36410	good	-0.09153496	good/good_frame_00036410.png
36476	good	0.47361584	good/good_frame_00036476.png
36542	good	0.87379981	good/good_frame_00036542.png
36608	good	2.87701100	good/good_frame_00036608.png
36674	good	1.59836768	good/good_frame_00036674.png
36740	good	1.84438926	good/good_frame_00036740.png
36806	good	1.00658662	good/good_frame_00036806.png
36872	good	0.72987905	good/good_frame_00036872.png
36938	good	0.70816130	good/good_frame_00036938.png
37004	good	3.54550028	good/good_frame_00037004.png
37070	good	1.60996672	good/good_frame_00037070.png
37136	good	2.47600847	good/good_frame_00037136.png
37203	good	1.26499293	good/good_frame_00037203.png
37269	good	1.34872468	good/good_frame_00037269.png
37335	good	1.44913594	good/good_frame_00037335.png
37401	good	1.06584507	good/good_frame_00037401.png
37467	good	1.24160087	good/good_frame_00037467.png
37533	good	1.67767019	good/good_frame_00037533.png
37599	good	1.61363410	good/good_frame_00037599.png
37665	good	0.11263877	good/good_frame_00037665.png
37731	good	-0.40741425	good/good_frame_00037731.png
37797	good	-1.00990139	good/good_frame_00037797.png
37863	good	-0.84805427	good/good_frame_00037863.png
